id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"GJU","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: GJU. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/GJU.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"YOU","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Grey Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: YOU. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-grey-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/YOU.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"KIS","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: KIS. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/KIS.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"FOH","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Orange Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: FOH. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/FOH/1789030769101-FOH.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"ARC","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Red Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: ARC. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-rad-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/ARC/1789030794693-ARC.png","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"HUB","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: HUB. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/HUB.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall without Reflective","Workwear & Uniforms","Coverall without Reflective","Pcs"
"LSG","Vaultex, 100% Cotton Coverall with Reflective, 290 Gsm, Navy Blue Color","This is a 100% Cotton Coverall with Reflective detailing, weighing 290 GSM. It is made in India and features reflective detailing on each shoulder, sleeve, and leg. The coverall has an adjustable sleeve cuff with Velcro straps, a 2-way heavy-duty zipper with a metal snap, and multiple pockets, including 3 chest pockets with Velcro flaps, 2 swing and 2 back pockets on the trousers with button and Velcro, and a tool pocket on the right leg. SKU: LSG. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-290-gsm-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/LSG.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"ADN","Vaultex, 100% Cotton Coverall with Reflective, 290 Gsm, Orange Color","This is a 100% Cotton Coverall with Reflective detailing, weighing 290 GSM. It is designed and made in India and features reflective material on each shoulder, sleeve, and leg. The coverall has an adjustable sleeve cuff with Velcro straps, a 2-way heavy-duty zipper with metal snap, and multiple pockets including 3 chest pockets with Velcro flaps, 2 swing and 2 back pockets on the trousers with button and Velcro, and a tool pocket on the right leg. SKU: ADN. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-290-gsm-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/ADN/1789030799386-ADN.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"ALE","Vaultex, 100% Cotton Coverall with Reflective, 290 Gsm, Royal Blue Color","This 100% cotton coverall with reflection is made in India and weighs 290 GSM. It features reflective strips on each shoulder, sleeve, and leg, adjustable sleeve cuffs with Velcro straps, and a 2-way heavy-duty zipper with metal snap. The coverall also has multiple pockets, elasticized waistband at the back, and double-stitched seams with heavy-duty colorfast thread. SKU: ALE. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-290-gsm-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/ALE.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"TOP","Vaultex, 100% Cotton Coverall with Reflective, Grey Color","100% Cotton Coverall With Reflective &ndash; 260 GSM comes with 2 reflective on shoulder, sleeves & legs with adjustable sleeve edges with Velcro straps. The product is equipped with 2-way heavy-duty zippers with metal snap, 2 chest pockets with Velcro flap & 1 pen pocket on the left arm. You get an extra trouser pocket at the right lower & elasticized waistband at the back. SKU: TOP. Unit: Pcs.","in stock","new","48.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-grey-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/TOP.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"VON","Vaultex, 100% Cotton Coverall with Reflective, Navy Blue Color","VON is a 100% Cotton Reflective COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders, 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: VON. Unit: Pcs.","in stock","new","48.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VON/1789030805188-VON.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"VOR","Vaultex, 100% Cotton Coverall with Reflective, Orange Color","VOR is a 100% Cotton Reflective COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders, 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: VOR. Unit: Pcs.","in stock","new","56.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-orange-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/VOR.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"RCD","Vaultex, 100% Cotton Coverall with Reflective, Red Color","RCD is a 100% Cotton Reflective COVERALL manufactured by Vaultex a Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders , 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: RCD. Unit: Pcs.","in stock","new","56.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-red-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/RCD.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"VRB","Vaultex, 100% Cotton Coverall with Reflective, Royal Blue Color","VRB is a 100% Cotton Reflective COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders, 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: VRB. Unit: Pcs.","in stock","new","48.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/VRB.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"FBI","Vaultex, 100% Cotton Coverall, 200 Gsm, Grey Color","FBI is a 100% Cotton COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with Two Way Zipper With Storm Flap And 2 Chest Pockets, 1 Pen Pocket on Left Sleeve, Trouser with 2 Swing Pockets, 2 Patch Pockets At The Back & 1 Side Pocket on the Right Leg, Elasticized Waist Band At Back For Improved Comfort Sanforized And Mercerized. SKU: FBI. Unit: Pcs.","in stock","new","48.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-200-gsm-grey-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/FBI/1789030810556-FBI.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"HEV","Vaultex, 100% Cotton Coverall, 200 Gsm, Navy Blue Color","HEV is a 100% Cotton COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with Two Way Zipper With Storm Flap And 2 Chest Pockets, 1 Pen Pocket on Left Sleeve, Trouser with 2 Swing Pockets, 2 Patch Pockets At The Back & 1 Side Pocket on the Right Leg, Elasticized Waist Band At Back For Improved Comfort Sanforized And Mercerized. SKU: HEV. Unit: Pcs.","in stock","new","50.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-200-gsm-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/HEV/1789030816192-HEV.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"NDJ","Vaultex, 100% Cotton Coverall, 200 gsm, Petrol Blue Color","NDJ is a 100% Cotton COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with Two Way Zipper With Storm Flap And 2 Chest Pockets, 1 Pen Pocket on Left Sleeve, Trouser with 2 Swing Pockets, 2 Patch Pockets At The Back & 1 Side Pocket on the Right Leg, Elasticized Waist Band At Back For Improved Comfort Sanforized And Mercerized SKU: NDJ. Unit: Pcs.","in stock","new","45.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-200-gsm-petrol-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/NDJ/1789030821275-NDJ.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"JDN","Vaultex, 100% Cotton Coverall, 200 gsm, Petrol Blue Color","The JDN 100% Cotton Coverall from India is designed for comfort and utility. It features a 2-way zipper with metal snap closure for easy wear and removal. The coverall includes 2 chest pockets with flaps and metal snaps, along with a convenient pen pocket on the left sleeve. The trouser section has 2 swing pockets, 2 back pockets, and an additional tool pocket on the right leg. The elasticized waistband at the back ensures a secure fit, and the garment is sanforized and mercerized for added durability. Perfect for various work environments where functionality and comfort are essential. SKU: JDN. Unit: Pcs.","in stock","new","50.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-200-gsm-petrol-blue-color-1/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/JDN/1789030827803-JDN.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Pcs"
"LAO","Vaultex, 100% Cotton Coverall, 200 gsm, Red Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: LAO. Unit: Pcs.","in stock","new","50.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-200-gsm-red-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/LAO/1789030832728-LAO.png","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
